nodeId,commHash,commId,rank,nRanks,pid
005098,0x2d781de58a6079e7,0xe7d12636594460c0,121,128,167001
005098,0xccd53115d317d2ec,0xa58ddfd2137df0fb,0,1,167000
005098,0xaa10cee5f8ce1eb7,0xff4e6e207ba17c12,0,1,167001
005098,0x452181bdea231c4,0x7618cf5bb7b1d77a,0,1,167002
005098,0xee1033933b6e0c0f,0xb68ded10a72ceb4,0,1,167003
005061,0x5536c7d9bd44d567,0x68397d93bb6f627d,12,128,182283
005061,0x5536c7d9bd44d567,0x68397d93bb6f627d,13,128,182284
005061,0x5536c7d9bd44d567,0x68397d93bb6f627d,14,128,182285
005061,0x5536c7d9bd44d567,0x68397d93bb6f627d,15,128,182286
005061,0x86e89fbfd95e578c,0xeafd675293a702ea,0,1,182284
005061,0x6eb52aead3cdea7e,0x4c375ca1464a1d4,0,1,182285
005061,0x1ec9f75ec4337b7f,0xc7e5603a508a9fd7,0,1,182283
005061,0xf0bf3dd6d9ee290,0x3215b742ce3151bc,0,1,182286
