L_ns,L_us,runtime_ns,runtime_ms,runtime_s
705000.0,705.0,25929773395.880222,25929.773395880224,25.929773395880222
710000.0,710.0,26042303395.880222,26042.303395880223,26.04230339588022
715000.0,715.0,26154833395.880222,26154.83339588022,26.15483339588022
720000.0,720.0,26267363395.880222,26267.363395880224,26.26736339588022
725000.0,725.0,26379893395.880222,26379.893395880223,26.379893395880224
730000.0,730.0,26492423395.880222,26492.42339588022,26.492423395880223
735000.0,735.0,26604953395.880222,26604.953395880224,26.604953395880223
740000.0,740.0,26717483395.880222,26717.483395880223,26.717483395880222
745000.0,745.0,26830013395.880222,26830.01339588022,26.830013395880222
750000.0,750.0,26942543395.880222,26942.543395880224,26.94254339588022
755000.0,755.0,27055073395.880222,27055.073395880223,27.05507339588022
760000.0,760.0,27167603395.880222,27167.60339588022,27.16760339588022
765000.0,765.0,27280133395.880222,27280.13339588022,27.280133395880224
770000.0,770.0,27392663395.880222,27392.663395880223,27.392663395880223
775000.0,775.0,27505193395.880222,27505.193395880222,27.505193395880223
780000.0,780.0,27617723395.880222,27617.72339588022,27.617723395880223
785000.0,785.0,27730253395.880222,27730.253395880223,27.730253395880222
790000.0,790.0,27842783395.880222,27842.783395880222,27.84278339588022
795000.0,795.0,27955313395.880222,27955.31339588022,27.95531339588022
800000.0,800.0,28067843395.880222,28067.843395880223,28.06784339588022
805000.0,805.0,28180373395.880222,28180.373395880222,28.180373395880224
810000.0,810.0,28292903395.880222,28292.90339588022,28.292903395880224
815000.0,815.0,28405433395.880222,28405.433395880224,28.405433395880223
820000.0,820.0,28517963395.880222,28517.963395880222,28.517963395880223
825000.0,825.0,28630493395.880222,28630.49339588022,28.630493395880222
830000.0,830.0,28743023395.880222,28743.023395880224,28.743023395880222
835000.0,835.0,28855553395.880222,28855.553395880223,28.85555339588022
840000.0,840.0,28968083395.880222,28968.08339588022,28.96808339588022
845000.0,845.0,29080613395.880222,29080.613395880224,29.08061339588022
850000.0,850.0,29193143395.880222,29193.143395880223,29.193143395880224
855000.0,855.0,29305673395.880222,29305.67339588022,29.305673395880223
860000.0,860.0,29418203395.880222,29418.203395880224,29.418203395880223
865000.0,865.0,29530733395.880222,29530.733395880223,29.530733395880223
870000.0,870.0,29643263395.880222,29643.26339588022,29.643263395880222
875000.0,875.0,29755793395.880222,29755.793395880224,29.75579339588022
880000.0,880.0,29868323395.880222,29868.323395880223,29.86832339588022
885000.0,885.0,29980853395.880222,29980.85339588022,29.98085339588022
890000.0,890.0,30093383395.880222,30093.38339588022,30.093383395880224
895000.0,895.0,30205913395.880222,30205.913395880223,30.205913395880224
900000.0,900.0,30318443395.880222,30318.443395880222,30.318443395880223
905000.0,905.0,30430973395.880222,30430.97339588022,30.430973395880223
910000.0,910.0,30543503395.880222,30543.503395880223,30.543503395880222
915000.0,915.0,30656033395.880222,30656.033395880222,30.656033395880222
920000.0,920.0,30768563395.880222,30768.56339588022,30.76856339588022
925000.0,925.0,30881093395.880222,30881.093395880223,30.88109339588022
930000.0,930.0,30993623395.880222,30993.623395880222,30.993623395880224
935000.0,935.0,31106153395.880222,31106.15339588022,31.106153395880224
940000.0,940.0,31218683395.880222,31218.683395880224,31.218683395880223
945000.0,945.0,31331213395.880222,31331.213395880222,31.331213395880223
950000.0,950.0,31443743395.880222,31443.74339588022,31.443743395880222
955000.0,955.0,31556273395.880222,31556.273395880224,31.556273395880222
960000.0,960.0,31668803395.880222,31668.803395880223,31.66880339588022
965000.0,965.0,31781333395.880222,31781.33339588022,31.78133339588022
970000.0,970.0,31893863395.880222,31893.863395880224,31.89386339588022
975000.0,975.0,32006393395.880222,32006.393395880223,32.006393395880224
980000.0,980.0,32118923395.880222,32118.92339588022,32.11892339588022
985000.0,985.0,32231453395.880222,32231.453395880224,32.23145339588022
990000.0,990.0,32343983395.880222,32343.983395880223,32.34398339588022
995000.0,995.0,32456513395.880222,32456.51339588022,32.45651339588022
1000000.0,1000.0,32569043395.880222,32569.043395880224,32.56904339588022
